RMS_ch1,MAV_ch1,WL_ch1,SSC_ch1,RMS_ch2,MAV_ch2,WL_ch2,SSC_ch2,RMS_ch3,MAV_ch3,WL_ch3,SSC_ch3,RMS_ch4,MAV_ch4,WL_ch4,SSC_ch4,RMS_ch5,MAV_ch5,WL_ch5,SSC_ch5,RMS_ch6,MAV_ch6,WL_ch6,SSC_ch6,RMS_ch7,MAV_ch7,WL_ch7,SSC_ch7,RMS_ch8,MAV_ch8,WL_ch8,SSC_ch8,Label
16.9149557769565,13.7159352476398,654.094958782196,22,4.76643861270654,3.68482816475133,198.579698622227,21,2.97406592285121,2.36680182473113,134.251343045384,24,2.57041160211855,2.0972639621639,99.912140250206,24,1.98004233219933,1.49816455919296,71.5728963017464,20,2.55806479800477,2.04257679482301,110.168827578425,21,5.11523976136318,4.05655010312796,243.040360510349,19,14.9246000680035,11.2474615767598,558.69379401207,23,0
14.5997465546687,11.8159174459179,526.087635040283,22,4.66419591593313,3.45262874839207,195.326907634735,23,2.89824766687351,2.29684231327226,131.523646507412,23,2.58950434186583,2.09411682023046,109.207033872604,25,1.9829199184706,1.55877046444764,76.8957117199898,21,2.63446274574084,2.13132973092298,114.555645689368,20,5.80164781776254,4.68600248346726,279.90572565794,19,14.8110787115201,10.9256164243817,565.702255964279,24,0
13.1657059730607,10.4930532726645,588.995867729187,21,4.87256729114534,3.64618514068425,233.770857095718,23,2.7363999140299,2.22027381192893,133.45702913776,21,2.53577214550936,2.10072935769955,105.494458638132,23,1.9589681127002,1.55239971498027,76.5901572406292,20,2.72335947357377,2.22447362211843,119.185907110572,19,5.81201822110855,4.70484320034583,282.888628304005,19,15.2523649115949,11.3934737942616,606.325021147728,25,0
14.3614156641508,11.4220729016264,672.36789059639,23,5.07663541686872,3.93151698417962,235.780160427094,24,2.38985541866869,1.99204557787627,110.260552320629,22,2.30412547268403,1.86301225543022,81.8018930256367,22,1.65794110300605,1.415781265491,60.3813587129116,19,2.6860393778239,2.24802659618358,113.390224084258,19,5.64944093527241,4.64294945071141,243.769512593746,19,15.3547114909623,11.2584110937516,651.997839808464,26,0
14.3014587619936,11.152464384834,664.413093090057,23,5.48396185112867,4.01949748925865,262.76479613781,24,2.66322771537872,2.19105273425579,128.850845187902,22,2.12826440917432,1.70491896231969,89.1292985975742,20,1.72558098869104,1.42993918886408,64.7214697599411,18,2.70926977774899,2.22964707446595,115.507768213749,19,5.82461404618558,4.70722019582987,248.40585911274,21,15.9709857055999,12.0167362588644,731.697978138924,25,0
18.3796889394813,13.1728346884251,822.110026836395,25,7.49393923719487,5.36329733923078,334.022512495518,25,3.21045462163492,2.56469507267078,150.800914883614,22,2.28906387213656,1.83158804501096,104.876982420683,20,2.08816607553685,1.681254984991,89.3782912492752,20,2.81981671614576,2.32453139550984,129.445372819901,20,5.60875846070535,4.66509054332972,266.849613547325,22,12.0285770132885,9.40650216934582,640.365597490221,25,0
21.7985483413717,15.7945614866416,915.099810838699,22,7.79511505835374,5.76106243903438,349.359037101269,24,3.30821870893758,2.65357347816229,155.00184622407,22,2.37767860625967,1.93896324972312,106.224917322397,20,2.33783337162084,1.82444818256423,96.808645658195,20,2.74359545076354,2.2389289800326,124.518070489168,20,5.16596137984713,4.26052812598646,251.17001581192,23,12.6964879602824,9.93615962284307,640.555755972862,25,0
22.181687804209,16.2923775076866,922.697182774544,21,7.80846141880415,5.7679340407749,356.666826426983,23,3.59150608149207,2.94167341297492,181.562246471643,23,2.52725489609235,2.07189263224602,127.18097768724,21,2.56823130876157,1.97399393828275,109.768194340169,21,2.85937293583385,2.27475909511248,128.868601113558,22,5.63998818810938,4.6803625728935,271.124214291573,23,14.0266009265585,11.0168137562027,677.922591209412,24,0
22.3286255641272,16.436568972071,918.750386595726,20,8.3472984528351,6.09636188045144,375.596906125546,22,3.71153817576687,2.94271960855151,182.929906994104,23,2.74247200211837,2.16872923001647,137.422558307648,22,3.00076666542681,2.23699631493849,120.803764365613,21,3.22812853054137,2.48702797142168,127.455272704363,22,5.67377439165062,4.61753858389954,282.172430634499,23,13.8491378661903,10.7241363909592,634.198111057281,23,0
21.9779046717115,16.1688466034333,908.082059025764,20,8.23266614037981,6.14733103017012,359.868087202311,22,3.64403970573829,2.89429720581199,171.208658307791,22,2.69357583346433,2.11448209002614,127.007587760687,22,3.05851779194447,2.40084067693912,123.668733261526,22,3.26440332957781,2.57340647396942,132.153719216585,22,5.79708264198053,4.78307484192153,305.187769293785,22,16.8572318356869,12.5512099276731,793.219014644623,22,0
18.8749663188525,14.1892541793982,827.149963498116,22,6.45002869612486,4.80758378853401,268.553123265505,23,3.05646754508104,2.360022706793,135.44453343004,23,2.47707289315033,1.90829780953626,107.656452417374,23,3.02944239825374,2.35952340490185,118.349021457136,20,3.31346276326965,2.58795765218635,132.279190212488,23,5.97389876379164,4.76970484249294,295.425646305084,23,17.312923176728,13.0310101915399,829.384010672569,24,0
15.63406849953,12.604339321653,747.970928668976,22,6.04886739453715,4.42681847771009,245.04004278779,24,2.88168651265373,2.18195594873279,121.552887909114,23,2.38339219805447,1.82231351124744,94.4947893619537,24,2.76047757707766,2.07178009209534,106.148392945528,22,3.6293725742861,2.7903010368223,152.089245706797,24,9.38705226022138,6.50318719128768,376.979738950729,23,17.7580425554737,13.4596282644073,841.166475057602,24,0
22.7825474515054,17.2616504190365,1081.08248615265,23,7.12692529887905,5.2380371966958,289.347902208567,25,2.83219378565248,2.12123578946417,113.549095742404,24,2.30744570341426,1.76095464202265,82.8882690668106,24,2.67836941972107,2.04729822375812,96.8173087388277,23,3.96672568138596,3.14426282871515,176.448425799608,23,9.66919158763593,6.83616168310245,417.11687874794,25,17.8451042627945,13.6071597579122,889.393705368042,23,0
23.6900351079615,18.3858960113923,1201.25706386566,24,6.2488364249832,4.53499605466922,270.503767520189,25,2.61128854187228,2.03819293544317,116.372399561107,25,1.86126721427267,1.53868148244297,70.4331379663199,23,2.08961178504029,1.64584267279444,84.5219302549958,21,3.65350597351486,2.8724304469799,175.52180030942,23,9.55629176738377,6.57810594136516,402.819711878896,25,18.8019908221781,14.9065836938222,953.791624546051,24,0
